"Species" "SiteID" "Surface Type" "Plant growth type" "Biome" "Measure" "Value"
"245" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 351
"246" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Number of individuals in 1994" 9
"247" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"248" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"249" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"250" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"251" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"252" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"253" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 1114
"254" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 452
"255" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Number of individuals in 1994" 6
"256" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"257" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"258" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"259" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"260" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"261" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"262" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 618
"263" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 304
"264" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Number of individuals in 1994" 4
"265" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"266" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"267" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"268" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"269" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"270" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"271" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 119
"272" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 131
"273" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 22
"274" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"275" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"276" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"277" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 1708
"278" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 1785
"279" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 10
"280" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 128
"281" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 71
"282" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 18
"283" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"284" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"285" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"286" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 494
"287" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 717
"288" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 18
"289" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 231
"290" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 211
"291" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 17
"292" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"293" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"294" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"295" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 3742
"296" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 2665
"297" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 19
"298" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 77
"299" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 0
"300" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 1
"301" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"302" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"303" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"304" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"305" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"306" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 0
"307" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 88
"308" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 43
"309" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 13
"310" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"311" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"312" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"313" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 161
"314" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 91
"315" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 2
"316" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 50
"317" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 11
"318" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 8
"319" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"320" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"321" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"322" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 1000
"323" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"324" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 1
"325" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 105
"326" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 98
"327" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 57
"328" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"329" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"330" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"331" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 41080
"332" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 36973
"333" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 5
"334" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 187
"335" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 190
"336" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 66
"337" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"338" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"339" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"340" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 1142
"341" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 2019
"342" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 30
"343" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 263
"344" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 264
"345" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 51
"346" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"347" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"348" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"349" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 2859
"350" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 3942
"351" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 20
"352" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 84
"353" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 56
"354" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 17
"355" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"356" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"357" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"358" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 10450
"359" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"360" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 1
"361" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 86
"362" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 49
"363" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 19
"364" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"365" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"366" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"367" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"368" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"369" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
"370" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 165
"371" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 122
"372" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 15
"373" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"374" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"375" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"376" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"377" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"378" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
"379" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 308
"380" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 375
"381" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 19
"382" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"383" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"384" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"385" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 3701
"386" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 3778
"387" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 10
"388" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 22
"389" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 14
"390" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 20
"391" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"392" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"393" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"394" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"395" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"396" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
"397" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 34
"398" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 40
"399" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 17
"400" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"401" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"402" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"403" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"404" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"405" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
